CustomerID,NoOfOrders,TotalItemsPurchased,Revenue,RevenuePerOrder,RevenuePerItem
1308,30,70,412.7,13.76,5.9
1309,2,12,83.96,41.98,7
1310,2,4,21.36,10.68,5.34
1311,2,6,53.08,26.54,8.85
1312,2,22,142.8,71.4,6.49
1313,2,2,16.36,8.18,8.18
1314,2,2,24.78,12.39,12.39
1315,2,4,33.64,16.82,8.41
1316,12,34,202.66,16.89,5.96
1317,2,2,16.36,8.18,8.18
1318,2,4,28.14,14.07,7.04
1319,4,20,151.88,37.97,7.59
1320,4,18,122.6,30.65,6.81
1321,2,2,15.78,7.89,7.89
1322,8,36,136.48,17.06,3.79
1323,2,4,19.56,9.78,4.89
1324,2,6,18.86,9.43,3.14
1325,4,20,128,32,6.4
1326,2,4,42.42,21.21,10.61
1327,2,2,15.78,7.89,7.89
1328,6,30,148.08,24.68,4.94
1329,2,4,31.56,15.78,7.89
1330,2,8,55.32,27.66,6.92
1331,2,2,16.36,8.18,8.18
1332,4,12,80.54,20.14,6.71
1333,2,4,31.56,15.78,7.89
1334,2,2,16.36,8.18,8.18
1335,2,8,54.18,27.09,6.77
1336,2,2,11.78,5.89,5.89
1337,2,6,48.28,24.14,8.05
1338,4,8,68.7,17.18,8.59
1339,4,6,48.5,12.13,8.08
1340,4,8,47.12,11.78,5.89
1341,10,34,169.78,16.98,4.99
1342,2,8,35.22,17.61,4.4
1343,2,4,17.36,8.68,4.34
1344,4,14,74.58,18.65,5.33
1345,2,8,40.06,20.03,5.01
1346,2,8,61.62,30.81,7.7
1347,14,24,119.9,8.56,5
1348,2,6,35.72,17.86,5.95
1349,4,6,41.84,10.46,6.97
1350,10,14,96.46,9.65,6.89
1351,4,8,63.12,15.78,7.89
1352,2,4,27.56,13.78,6.89
1353,2,4,33.06,16.53,8.27
1354,6,22,169.08,28.18,7.69
1355,12,28,252.76,21.06,9.03
1356,2,4,23.56,11.78,5.89
1357,2,6,52.34,26.17,8.72
1358,2,6,53.78,26.89,8.96
1359,2,4,31.56,15.78,7.89
1360,2,8,44.82,22.41,5.6
1361,2,2,20.86,10.43,10.43
1362,4,14,97.66,24.42,6.98
1363,4,10,61.12,15.28,6.11
1364,2,12,89.04,44.52,7.42
1365,2,2,11.78,5.89,5.89
1366,12,16,103.16,8.6,6.45
1367,2,6,47.34,23.67,7.89
1368,2,4,18.28,9.14,4.57
1369,2,6,43.34,21.67,7.22
1370,2,6,33.54,16.77,5.59
1371,2,10,55.1,27.55,5.51
1372,4,12,81.08,20.27,6.76
1373,12,42,231.7,19.31,5.52
1374,2,20,108.48,54.24,5.42
1375,2,4,23.56,11.78,5.89
1376,2,6,30.06,15.03,5.01
1377,2,4,28.36,14.18,7.09
1378,2,4,35.56,17.78,8.89
1379,4,10,74.9,18.73,7.49
1380,6,22,157.58,26.26,7.16
1381,2,8,51.92,25.96,6.49
1382,2,8,44.04,22.02,5.51
1383,2,8,83.12,41.56,10.39
1384,2,4,40.56,20.28,10.14
1385,2,6,30.12,15.06,5.02
1386,2,6,34.06,17.03,5.68
1387,2,4,34.56,17.28,8.64
1388,2,2,15.78,7.89,7.89
1389,4,10,79.4,19.85,7.94
1390,4,24,137.76,34.44,5.74
1391,2,8,45.72,22.86,5.72
1392,12,12,95.76,7.98,7.98
1393,2,4,36.64,18.32,9.16
1394,2,8,48.18,24.09,6.02
1395,2,8,49.34,24.67,6.17
1396,2,4,31.56,15.78,7.89
1397,2,2,11.78,5.89,5.89
1398,2,6,62.58,31.29,10.43
1399,2,10,49.38,24.69,4.94
1400,4,8,61.52,15.38,7.69
1401,2,6,35.34,17.67,5.89
1402,4,4,41.22,10.31,10.31
1403,10,42,316.78,31.68,7.54
1404,4,12,82.68,20.67,6.89
1405,2,6,44.34,22.17,7.39
1406,2,6,35.24,17.62,5.87
1407,2,6,39.34,19.67,6.56
1408,2,4,36.72,18.36,9.18
1409,2,8,40.84,20.42,5.11
1410,2,2,15.78,7.89,7.89
1411,2,8,61.12,30.56,7.64
1412,4,18,160.72,40.18,8.93
1413,2,6,53.08,26.54,8.85
1414,2,10,41.82,20.91,4.18
1415,4,22,68.04,17.01,3.09
1416,36,136,981.66,27.27,7.22
1417,2,4,41.22,20.61,10.31
1418,2,8,65.44,32.72,8.18
1419,2,8,62.68,31.34,7.84
1420,2,4,32.72,16.36,8.18
1421,2,18,94.62,47.31,5.26
1422,4,8,63.12,15.78,7.89
1423,6,14,103.18,17.2,7.37
1424,4,18,86.52,21.63,4.81
1425,2,6,30.06,15.03,5.01
1426,2,4,31.56,15.78,7.89
1427,2,4,13.76,6.88,3.44
1428,2,10,49.2,24.6,4.92
1429,2,4,32.56,16.28,8.14
1430,2,10,66.9,33.45,6.69
1431,2,8,75.44,37.72,9.43
1432,2,10,59.9,29.95,5.99
1433,2,4,22.76,11.38,5.69
1434,2,2,11.78,5.89,5.89
1435,2,6,50.84,25.42,8.47
1436,4,8,64.78,16.2,8.1
1437,2,4,33.72,16.86,8.43
1438,2,6,47.34,23.67,7.89
1439,4,10,78.9,19.73,7.89
1440,2,4,31.56,15.78,7.89
1441,6,16,105.3,17.55,6.58
1442,2,2,15.78,7.89,7.89
1443,2,10,74.9,37.45,7.49
1444,8,10,60.1,7.51,6.01
1445,2,4,40.72,20.36,10.18
1446,2,10,65.12,32.56,6.51
1447,2,4,23.56,11.78,5.89
1448,2,4,34.06,17.03,8.52
1449,2,6,39.34,19.67,6.56
1450,2,8,44.54,22.27,5.57
1451,2,2,15.78,7.89,7.89
1452,2,10,45.3,22.65,4.53
1453,2,10,72.6,36.3,7.26
1454,2,8,51.12,25.56,6.39
1455,2,4,32.72,16.36,8.18
1456,4,16,91.68,22.92,5.73
1457,4,8,47.12,11.78,5.89
1458,2,4,27.56,13.78,6.89
1459,8,16,111.04,13.88,6.94
1460,2,2,20.36,10.18,10.18
1461,2,6,39.92,19.96,6.65
1462,2,4,25.56,12.78,6.39
1463,2,4,27.56,13.78,6.89
1464,4,10,75.44,18.86,7.54
1465,2,2,15.78,7.89,7.89
1466,8,32,205.08,25.64,6.41
1467,4,10,91.3,22.83,9.13
1468,2,4,13.78,6.89,3.45
1469,2,2,26.28,13.14,13.14
1470,2,2,15.78,7.89,7.89
1471,2,2,11.78,5.89,5.89
1472,2,4,24.56,12.28,6.14
1473,4,10,92.2,23.05,9.22
1474,2,4,28.14,14.07,7.04
1475,2,4,203.52,101.76,50.88
1476,2,14,50.1,25.05,3.58
1477,2,12,95.48,47.74,7.96
1478,4,10,100.8,25.2,10.08
1479,2,8,66.24,33.12,8.28
1480,2,4,37.22,18.61,9.31
1481,2,4,34.06,17.03,8.52
1482,8,12,86.9,10.86,7.24
1483,4,12,96.84,24.21,8.07
1484,4,8,94.86,23.72,11.86
1485,4,10,70.9,17.73,7.09
1486,2,4,23.56,11.78,5.89
1487,2,4,31.56,15.78,7.89
1488,2,2,16.36,8.18,8.18
1489,2,4,32.72,16.36,8.18
1490,2,4,35.22,17.61,8.81
1491,2,2,17.66,8.83,8.83
1492,8,24,180.42,22.55,7.52
1493,2,4,27.56,13.78,6.89
1494,8,42,228.24,28.53,5.43
1495,12,40,299.04,24.92,7.48
1496,2,8,55.32,27.66,6.92
1497,2,6,46.1,23.05,7.68
1498,2,6,35.06,17.53,5.84
1499,2,8,45.32,22.66,5.67
1500,2,2,11.78,5.89,5.89
1501,6,18,105.16,17.53,5.84
1502,4,4,32.14,8.04,8.04
1503,2,6,35.34,17.67,5.89
1504,4,10,77.22,19.31,7.72
1505,2,2,16.36,8.18,8.18
1506,2,10,59.9,29.95,5.99
1507,2,6,33.54,16.77,5.59
1508,4,12,91.84,22.96,7.65
1509,2,2,11.78,5.89,5.89
1510,8,40,217.72,27.22,5.44
1511,2,4,23.56,11.78,5.89
1512,2,8,49.32,24.66,6.17
1513,2,10,68.06,34.03,6.81
1514,4,16,110.54,27.64,6.91
1515,2,4,36.14,18.07,9.04
1516,2,2,15.78,7.89,7.89
1517,2,2,11.78,5.89,5.89
1518,2,4,18.86,9.43,4.72
1519,2,4,27.56,13.78,6.89
1520,2,6,36.34,18.17,6.06
1521,2,4,23.56,11.78,5.89
1522,2,6,36.94,18.47,6.16
1523,2,8,44.02,22.01,5.5
1524,2,6,48.5,24.25,8.08
1525,2,10,59.1,29.55,5.91
1526,4,4,36.72,9.18,9.18
1527,2,4,25.06,12.53,6.27
1528,2,4,36.14,18.07,9.04
1529,2,2,16.36,8.18,8.18
1530,4,10,76.26,19.07,7.63
1531,2,8,55.12,27.56,6.89
1532,2,2,3.78,1.89,1.89
1533,2,6,46.7,23.35,7.78
1534,2,2,11.78,5.89,5.89
1535,6,18,121.5,20.25,6.75
1536,2,6,39.22,19.61,6.54
1537,2,4,18.96,9.48,4.74
1538,2,4,18.36,9.18,4.59
1539,4,30,176.86,44.22,5.9
1540,2,4,18.86,9.43,4.72
1541,2,8,39.62,19.81,4.95
1542,4,14,91.12,22.78,6.51
1543,2,12,74.68,37.34,6.22
1544,8,30,198.3,24.79,6.61
1545,2,4,31.56,15.78,7.89
1546,2,40,302.1,151.05,7.55
1547,2,6,30.06,15.03,5.01
1548,2,8,46.92,23.46,5.87
1549,2,6,43.34,21.67,7.22
1550,2,20,92.96,46.48,4.65
1551,12,36,181.64,15.14,5.05
1552,2,6,26.54,13.27,4.42
1553,6,16,153.74,25.62,9.61
1554,2,6,47.34,23.67,7.89
1555,8,8,66.94,8.37,8.37
1556,4,6,35.34,8.84,5.89
1557,2,8,56.62,28.31,7.08
1558,2,4,23.56,11.78,5.89
1559,2,12,86.46,43.23,7.21
1560,10,14,102.46,10.25,7.32
1561,2,6,48.34,24.17,8.06
1562,2,10,58.9,29.45,5.89
1563,24,122,939.24,39.14,7.7
1564,4,22,142.18,35.55,6.46
1565,2,10,74.9,37.45,7.49
1566,2,2,15.78,7.89,7.89
1567,4,8,55.12,13.78,6.89
1568,2,6,51.5,25.75,8.58
1569,2,4,41.72,20.86,10.43
1570,2,8,43.04,21.52,5.38
1571,2,14,91.66,45.83,6.55
1572,2,12,83.48,41.74,6.96
1573,2,2,15.78,7.89,7.89
1574,4,12,74.46,18.62,6.21
1575,2,6,35.54,17.77,5.92
1576,4,8,55.12,13.78,6.89
1577,2,4,40.72,20.36,10.18
1578,4,4,40.72,10.18,10.18
1579,2,14,83.86,41.93,5.99
1580,2,6,32.34,16.17,5.39
1581,2,46,333.14,166.57,7.24
1582,10,22,145.58,14.56,6.62
1583,2,8,57.5,28.75,7.19
1584,2,20,108.7,54.35,5.44
1585,4,10,80.56,20.14,8.06
1586,2,6,43.34,21.67,7.22
1587,2,12,102.16,51.08,8.51
1588,2,8,47.12,23.56,5.89
1589,2,4,40.72,20.36,10.18
1590,2,8,43.52,21.76,5.44
1591,4,12,70.68,17.67,5.89
1592,2,2,16.36,8.18,8.18
1593,2,4,33.22,16.61,8.31
1594,4,20,171.94,42.99,8.6
1595,2,14,114.46,57.23,8.18
1596,2,8,65.12,32.56,8.14
1597,2,2,20.86,10.43,10.43
1598,2,4,36.72,18.36,9.18
1599,2,10,60.3,30.15,6.03
1600,8,18,123.22,15.4,6.85
1601,2,4,27.56,13.78,6.89
1602,2,4,23.56,11.78,5.89
1603,2,8,47.92,23.96,5.99
1604,2,4,33.56,16.78,8.39
1605,8,20,146.86,18.36,7.34
1606,2,4,32.72,16.36,8.18
1607,6,14,123.96,20.66,8.85
1608,2,2,20.86,10.43,10.43
1609,2,2,16.36,8.18,8.18
1610,2,6,60,30,10
1611,2,4,40.72,20.36,10.18
1612,10,32,213.56,21.36,6.67
1613,2,4,33.72,16.86,8.43
1614,4,20,87.68,21.92,4.38
1615,2,6,30.54,15.27,5.09
1616,2,4,27.56,13.78,6.89
1617,2,4,27.56,13.78,6.89
1618,4,20,113.18,28.3,5.66
1619,4,4,39.22,9.81,9.81
1620,2,4,33.06,16.53,8.27
1621,2,8,50.32,25.16,6.29
1622,2,8,42.22,21.11,5.28
1623,2,8,65.44,32.72,8.18
1624,2,4,41.72,20.86,10.43
1625,2,4,27.56,13.78,6.89
1626,2,6,47.34,23.67,7.89
1627,2,4,23.56,11.78,5.89
1628,2,6,48.34,24.17,8.06
1629,4,12,99.4,24.85,8.28
1630,10,32,244.04,24.4,7.63
1631,4,20,185.66,46.42,9.28
1632,2,8,59.12,29.56,7.39
1633,2,4,17.96,8.98,4.49
1634,4,18,94.02,23.51,5.22
1635,2,2,20.36,10.18,10.18
1636,2,4,55.02,27.51,13.76
1637,2,2,15.78,7.89,7.89
1638,4,18,140.22,35.06,7.79
1639,2,8,45.94,22.97,5.74
1640,8,16,110.24,13.78,6.89
1641,2,8,34.54,17.27,4.32
1642,2,4,41.72,20.86,10.43
1643,4,38,249.02,62.26,6.55
1644,2,8,46.2,23.1,5.78
1645,2,4,24.84,12.42,6.21
1646,2,2,15.78,7.89,7.89
1647,4,18,157.58,39.4,8.75
1648,2,8,59.12,29.56,7.39
1649,2,4,41.72,20.86,10.43
1650,6,22,125.78,20.96,5.72
1651,2,4,23.56,11.78,5.89
1652,6,34,203.98,34,6
1653,2,6,35.34,17.67,5.89
1654,6,12,90.68,15.11,7.56
1655,2,2,25.84,12.92,12.92
1656,4,14,102.46,25.62,7.32
1657,2,8,59.92,29.96,7.49
1658,2,2,20.86,10.43,10.43
1659,4,4,37.72,9.43,9.43
1660,4,8,64.12,16.03,8.02
1661,2,2,15.78,7.89,7.89
1662,2,4,39.14,19.57,9.79
1663,8,16,167.22,20.9,10.45
1664,10,28,158.82,15.88,5.67
1665,2,4,18.54,9.27,4.64
1666,2,6,55.34,27.67,9.22
1667,6,12,79.18,13.2,6.6
1668,4,4,30.64,7.66,7.66
1669,2,8,49.28,24.64,6.16
1670,4,6,39.22,9.81,6.54
1671,4,12,71.38,17.85,5.95
1672,2,4,23.56,11.78,5.89
1673,2,4,37.22,18.61,9.31
1674,2,8,38.84,19.42,4.86
1675,14,62,285.94,20.42,4.61
1676,2,4,23.56,11.78,5.89
1677,6,12,110.16,18.36,9.18
1678,2,4,33.72,16.86,8.43
1679,2,12,89.88,44.94,7.49
1680,2,2,16.86,8.43,8.43
1681,2,2,16.86,8.43,8.43
